INFO 2025-05-28 16:55:27,394 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 17:38:15,324 connections MySQL连接成功
INFO 2025-05-28 17:38:15,324 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 17:38:16,022 connections API客户端初始化成功
INFO 2025-05-28 17:38:16,022 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 17:38:16,033 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 17:56:28,647 connections Neo4j连接成功
INFO 2025-05-28 17:56:28,647 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 17:56:28,647 connections Redis连接成功
INFO 2025-05-28 17:56:28,647 apps === Redis实例初始化成功 ===
INFO 2025-05-28 17:56:28,696 connections MySQL连接成功
INFO 2025-05-28 17:56:28,696 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 17:56:29,578 connections API客户端初始化成功
INFO 2025-05-28 17:56:29,578 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 17:56:31,747 connections Neo4j连接成功
INFO 2025-05-28 17:56:31,748 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 17:56:31,748 connections Redis连接成功
INFO 2025-05-28 17:56:31,748 apps === Redis实例初始化成功 ===
INFO 2025-05-28 17:56:31,759 connections MySQL连接成功
INFO 2025-05-28 17:56:31,760 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 17:56:32,598 connections API客户端初始化成功
INFO 2025-05-28 17:56:32,599 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 17:56:32,607 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 18:03:10,372 connections Neo4j连接成功
INFO 2025-05-28 18:03:10,372 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 18:03:10,373 connections Redis连接成功
INFO 2025-05-28 18:03:10,373 apps === Redis实例初始化成功 ===
INFO 2025-05-28 18:03:10,605 connections MySQL连接成功
INFO 2025-05-28 18:03:10,605 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 18:10:29,659 connections Neo4j连接成功
INFO 2025-05-28 18:10:29,660 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 18:10:29,660 connections Redis连接成功
INFO 2025-05-28 18:10:29,660 apps === Redis实例初始化成功 ===
INFO 2025-05-28 18:10:29,917 connections MySQL连接成功
INFO 2025-05-28 18:10:29,917 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 18:10:30,626 connections API客户端初始化成功
INFO 2025-05-28 18:10:30,626 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 18:10:32,033 connections Neo4j连接成功
INFO 2025-05-28 18:10:32,033 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 18:10:32,034 connections Redis连接成功
INFO 2025-05-28 18:10:32,034 apps === Redis实例初始化成功 ===
INFO 2025-05-28 18:10:32,264 connections MySQL连接成功
INFO 2025-05-28 18:10:32,264 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 18:10:32,969 connections API客户端初始化成功
INFO 2025-05-28 18:10:32,969 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 18:10:32,979 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 18:11:05,869 basehttp "POST /api/users/login/ HTTP/1.1" 200 526
ERROR 2025-05-28 18:11:06,898 views 获取图谱数据失败: Client sent AUTH, but no password is set
ERROR 2025-05-28 18:11:06,899 log Internal Server Error: /api/knowledge/graph/
ERROR 2025-05-28 18:11:06,900 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 500 78
INFO 2025-05-28 18:11:31,398 basehttp "POST /api/users/login/ HTTP/1.1" 200 526
ERROR 2025-05-28 18:11:32,406 views 获取图谱数据失败: Client sent AUTH, but no password is set
ERROR 2025-05-28 18:11:32,407 log Internal Server Error: /api/knowledge/graph/
ERROR 2025-05-28 18:11:32,407 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 500 78
INFO 2025-05-28 18:12:34,163 connections Neo4j连接成功
INFO 2025-05-28 18:12:34,164 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 18:12:34,164 connections Redis连接成功
INFO 2025-05-28 18:12:34,164 apps === Redis实例初始化成功 ===
INFO 2025-05-28 18:12:34,178 connections MySQL连接成功
INFO 2025-05-28 18:12:34,178 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 18:12:35,019 connections API客户端初始化成功
INFO 2025-05-28 18:12:35,019 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 18:12:37,153 connections Neo4j连接成功
INFO 2025-05-28 18:12:37,153 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 18:12:37,154 connections Redis连接成功
INFO 2025-05-28 18:12:37,154 apps === Redis实例初始化成功 ===
INFO 2025-05-28 18:12:37,165 connections MySQL连接成功
INFO 2025-05-28 18:12:37,166 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 18:12:38,006 connections API客户端初始化成功
INFO 2025-05-28 18:12:38,006 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 18:12:38,016 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 18:13:57,276 basehttp "POST /api/users/login/ HTTP/1.1" 200 526
ERROR 2025-05-28 18:13:58,462 views 获取图谱数据失败: Client sent AUTH, but no password is set
ERROR 2025-05-28 18:13:58,462 log Internal Server Error: /api/knowledge/graph/
ERROR 2025-05-28 18:13:58,463 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 500 78
INFO 2025-05-28 18:42:16,061 autoreload D:\GraduationProject\wheatdisease\backend\connections.py changed, reloading.
INFO 2025-05-28 18:42:18,749 connections Neo4j连接成功
INFO 2025-05-28 18:42:18,749 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 18:42:18,749 connections Redis连接成功
INFO 2025-05-28 18:42:18,750 apps === Redis实例初始化成功 ===
INFO 2025-05-28 18:42:18,762 connections MySQL连接成功
INFO 2025-05-28 18:42:18,762 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 18:42:19,069 connections API客户端初始化成功
INFO 2025-05-28 18:42:19,070 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 18:42:19,080 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 18:58:34,430 basehttp "POST /api/users/login/ HTTP/1.1" 200 526
INFO 2025-05-28 18:59:27,020 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 200 122944
INFO 2025-05-28 18:59:27,033 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 200 122944
INFO 2025-05-28 18:59:30,221 basehttp "GET /api/knowledge/get_node_subgraph/?node=%E6%88%90%E7%86%9F%E6%9C%9F&type=growthstage HTTP/1.1" 200 1894
INFO 2025-05-28 18:59:42,039 basehttp "GET /api/knowledge/get_node_subgraph/?node=%E9%AB%98%E6%B9%BF&type=weather HTTP/1.1" 200 274
INFO 2025-05-28 18:59:45,493 basehttp "GET /api/knowledge/get_node_subgraph/?node=%E9%A2%96%E5%A3%B3&type=plantpart HTTP/1.1" 200 2051
INFO 2025-05-28 18:59:50,303 session get_all_sessions: 提取到 session_ids=[]
INFO 2025-05-28 18:59:50,304 views 获取会话列表成功 - 会话数: 0
INFO 2025-05-28 18:59:50,306 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 37
INFO 2025-05-28 19:00:07,359 basehttp "OPTIONS /api/chat/create_session/ HTTP/1.1" 200 0
INFO 2025-05-28 19:00:07,363 session 创建新会话成功 - 用户ID: 1, 会话ID: 1748430007363
INFO 2025-05-28 19:00:07,364 views 创建新会话成功 - 用户ID: 1, 会话ID: 1748430007363
INFO 2025-05-28 19:00:07,364 basehttp "POST /api/chat/create_session/ HTTP/1.1" 200 52
INFO 2025-05-28 19:00:07,387 session get_all_sessions: 提取到 session_ids=[]
INFO 2025-05-28 19:00:07,388 views 获取会话列表成功 - 会话数: 0
INFO 2025-05-28 19:00:07,389 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 37
INFO 2025-05-28 19:00:07,396 session get_all_sessions: 提取到 session_ids=[]
INFO 2025-05-28 19:00:07,397 views 获取会话列表成功 - 会话数: 0
INFO 2025-05-28 19:00:07,397 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 37
INFO 2025-05-28 19:00:07,725 session get_history: user_id=1, session_id=1748430007363, key=chat:history:1:1748430007363, data_len=0
INFO 2025-05-28 19:00:08,633 _client HTTP Request: POST https://ark.cn-beijing.volces.com/api/v3/chat/completions "HTTP/1.1 200 OK"
INFO 2025-05-28 19:00:08,643 views 识别到的意图: 病害诊断
INFO 2025-05-28 19:00:08,643 views 从消息中提取的症状: {}
INFO 2025-05-28 19:00:08,644 views 合并后症状: {}
INFO 2025-05-28 19:00:11,059 _client HTTP Request: POST https://ark.cn-beijing.volces.com/api/v3/chat/completions "HTTP/1.1 200 OK"
INFO 2025-05-28 19:00:11,063 views API返回内容: 您好，为了更准确地诊断小麦病害，需要您补充一些信息，比如小麦从哪个部位开始发病，发病时的气象条件如何，小麦处于哪个生育期，以及您所在的小麦种植区是哪里。这些信息对判断病害类型非常关键。 
INFO 2025-05-28 19:00:15,790 session get_history: user_id=1, session_id=1748430007363, key=chat:history:1:1748430007363, data_len=0
INFO 2025-05-28 19:00:15,791 basehttp "GET /api/chat/stream_chat/?message=%E4%BD%A0%E5%A5%BD%EF%BC%8C%E6%88%91%E7%9A%84%E5%B0%8F%E9%BA%A6%E4%BC%BC%E4%B9%8E%E5%87%BA%E7%8E%B0%E4%BA%86%E9%97%AE%E9%A2%98&session_id=1748430007363&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzQ4NTE2MzE0LCJpYXQiOjE3NDg0Mjk5MTQsImp0aSI6IjQ3YmZiNGE1MWRiYTQ3MjVhZjBiOGVlODczM2ZmYjcyIiwidXNlcl9pZCI6MX0.uFfi7uWMJzHZX52sIgdub1yf-I3iw8AKWLrCvzAEU1Y HTTP/1.1" 200 1070
INFO 2025-05-28 19:00:21,682 session get_all_sessions: 提取到 session_ids=['1748430007363']
INFO 2025-05-28 19:00:21,683 session get_history: user_id=1, session_id=1748430007363, key=chat:history:1:1748430007363, data_len=774
INFO 2025-05-28 19:00:21,684 session get_all_sessions: session_id=1748430007363, history_len=2
INFO 2025-05-28 19:00:21,684 views 获取会话列表成功 - 会话数: 1
INFO 2025-05-28 19:00:21,685 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 179
INFO 2025-05-28 19:00:22,692 basehttp "OPTIONS /api/chat/get_history/?session_id=1748430007363 HTTP/1.1" 200 0
INFO 2025-05-28 19:00:22,697 session get_history: user_id=1, session_id=1748430007363, key=chat:history:1:1748430007363, data_len=774
INFO 2025-05-28 19:00:22,698 basehttp "GET /api/chat/get_history/?session_id=1748430007363 HTTP/1.1" 200 809
INFO 2025-05-28 19:01:45,718 connections Neo4j连接成功
INFO 2025-05-28 19:01:45,718 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 19:01:45,718 connections Redis连接成功
INFO 2025-05-28 19:01:45,718 apps === Redis实例初始化成功 ===
INFO 2025-05-28 19:01:45,949 connections MySQL连接成功
INFO 2025-05-28 19:01:45,949 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 19:01:46,215 connections API客户端初始化成功
INFO 2025-05-28 19:01:46,215 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 19:01:47,642 connections Neo4j连接成功
INFO 2025-05-28 19:01:47,643 apps === Neo4j实例初始化成功 ===
INFO 2025-05-28 19:01:47,643 connections Redis连接成功
INFO 2025-05-28 19:01:47,643 apps === Redis实例初始化成功 ===
INFO 2025-05-28 19:01:47,873 connections MySQL连接成功
INFO 2025-05-28 19:01:47,873 apps === MySQL实例初始化成功 ===
INFO 2025-05-28 19:01:48,135 connections API客户端初始化成功
INFO 2025-05-28 19:01:48,136 apps === OpenAI/Ark实例初始化成功 ===
INFO 2025-05-28 19:01:48,146 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 19:02:12,267 basehttp "OPTIONS /api/users/login/ HTTP/1.1" 200 0
INFO 2025-05-28 19:02:13,809 basehttp "POST /api/users/login/ HTTP/1.1" 200 526
INFO 2025-05-28 19:02:19,725 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 200 122944
INFO 2025-05-28 19:02:19,736 basehttp "GET /api/knowledge/graph/ HTTP/1.1" 200 122944
INFO 2025-05-28 19:02:21,923 basehttp "GET /api/knowledge/get_node_subgraph/?node=%E5%8F%B6%E7%89%87&type=plantpart HTTP/1.1" 200 4841
INFO 2025-05-28 19:02:24,684 basehttp "OPTIONS /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 0
INFO 2025-05-28 19:02:26,733 session get_all_sessions: 提取到 session_ids=[]
INFO 2025-05-28 19:02:26,734 views 获取会话列表成功 - 会话数: 0
INFO 2025-05-28 19:02:26,735 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 37
INFO 2025-05-28 19:02:27,801 basehttp "OPTIONS /api/chat/create_session/ HTTP/1.1" 200 0
INFO 2025-05-28 19:02:27,807 session 创建新会话成功 - 用户ID: 1, 会话ID: 1748430147806
INFO 2025-05-28 19:02:27,807 views 创建新会话成功 - 用户ID: 1, 会话ID: 1748430147806
INFO 2025-05-28 19:02:27,808 basehttp "POST /api/chat/create_session/ HTTP/1.1" 200 52
INFO 2025-05-28 19:02:27,828 session get_all_sessions: 提取到 session_ids=[]
INFO 2025-05-28 19:02:27,828 views 获取会话列表成功 - 会话数: 0
INFO 2025-05-28 19:02:27,829 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 37
INFO 2025-05-28 19:02:27,836 session get_all_sessions: 提取到 session_ids=[]
INFO 2025-05-28 19:02:27,837 views 获取会话列表成功 - 会话数: 0
INFO 2025-05-28 19:02:27,837 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 37
